Date;ADS GY Equity;AI FP Equity;AIR FP Equity;ALV GY Equity;ABI BB Equity;ASML NA Equity;CS FP Equity;BBVA SM Equity;SAN SM  Equity;BAS GY Equity;BAYN GY Equity;BMW GY Equity;BNP FP Equity;CRH ID Equity;BN FP Equity;DB1 GY Equity;DHL GR EQUITY;DTE GY Equity;ENEL IM Equity;ENI IM Equity;EL FP Equity;RMS FP Equity;IBE SM Equity;ITX SM Equity;IFX GY Equity;INGA NA Equity;ISP IM Equity;KER FP Equity;AD NA Equity;OR FP Equity;MC FP Equity;MBG GY Equity;MUV2 GY Equity;NOKIA FH Equity;NDA FH Equity;RI FP Equity;SAF FP Equity;SAN FP Equity;SAP GY Equity;SU FP Equity;SIE GY Equity;TTE FP Equity;DG FP Equity;VOW3 GY Equity
13/08/2021;319,3;135,25;115,44;201,65;52,67;665,6;24,45;5,86;3,26;69,16;47,79;83,09;54,38;44,96;64,48;147,3;58,04;18,55;7,89;10,52;164,92;1347,5;10,15;29,46;34,61;11,7;2,45;788,9;27,81;403,1;709,8;63,5;252,25;5,21;10,24;185,7;109,74;86,98;125,48;153;142,12;38,22;91,46;207,8
16/08/2021;313,75;135,42;114,62;201,2;52,65;664,6;24,33;5,82;3,2;68,26;47,76;81,47;53,85;44,44;65;147,4;57,81;18,6;7,85;10,37;163,16;1325;10,21;29,21;34,33;11,65;2,42;752;27,87;398,6;694,9;62,33;252,7;5,17;10,09;185,6;107,68;87,57;125,66;153,2;141,72;37,75;91,17;203
17/08/2021;311,7;135,78;113,54;198,7;52,55;664,7;24,17;5,67;3,14;67,76;47,86;80,35;52,86;44,15;64,86;148,85;58,26;18,75;7,78;10,38;163,92;1330;10,27;29,6;33,88;11,55;2,39;744,4;28,4;400,1;690,5;61,08;254,7;5,17;10,02;184,35;106,62;88,81;127,1;154,5;142,6;37,83;90,45;200,3
18/08/2021;307;137,11;113,62;199,68;52,38;666,6;24,42;5,8;3,16;68,02;47,92;79,85;53,34;44,2;63,97;150,1;59,63;18,92;7,86;10,37;162,34;1280;10,45;29,13;33,95;11,53;2,41;718;28,42;393,2;654,9;60,28;255,7;5,16;10,05;184,7;106,58;89,16;126,92;155,1;142,56;37,73;91,73;198,54
19/08/2021;303,35;137,85;110,04;198,02;50,85;664,4;23,93;5,59;3,07;65,52;47,65;77,43;51,91;43,54;63,82;150,35;59,76;18,57;7,92;10,08;160,04;1220;10,66;29,79;33,49;11,3;2,36;650;28,76;388,8;613,1;58,44;254,95;5,06;9,78;177,7;104,32;89,68;125,76;153,68;138,7;36,31;90,61;194,84
20/08/2021;302;137,76;110,48;198,72;51,31;672,6;23,99;5,55;3,08;64,77;47,41;76,98;52,1;43,78;63,6;151,3;59,35;18,81;8;10,06;160,58;1233;10,76;29,8;34,33;11,34;2,37;652,5;29,02;392,5;620;58,67;257,55;5,09;9,94;175,75;104,62;90,24;126,3;152,52;138,58;36,47;90,27;192,86
23/08/2021;306,6;137,45;111,72;199,26;51,65;686,3;24,15;5,58;3,12;65,21;47,79;76,8;52,71;43,87;63,5;150,85;59,87;18,82;7,83;10,23;162,76;1270;10,67;29,71;34,38;11,44;2,39;671,8;29,06;395,1;636,6;58,65;257,4;5,15;10,01;178,25;104,1;89,08;126,7;152,56;139,58;37,08;90,74;194,54
24/08/2021;304,9;136,64;113,46;200,75;51,67;683,4;24,17;5,5;3,11;66,58;48,05;78,42;53,07;43,81;63,1;149,75;59,69;18,61;7,79;10,32;161,52;1250;10,58;29,2;35,2;11,5;2,38;669,3;28,9;393,2;624,3;59,38;256,75;5,14;10,06;177,3;105,34;88,1;126,38;152,58;140,14;37,16;90,78;198,76
25/08/2021;306,7;136,35;115,92;200,85;51,57;688,4;24,14;5,71;3,2;66,42;47,77;78;54,15;43,95;62,35;148,5;59,33;18,58;7,76;10,33;161,86;1251,5;10,53;28,83;35,61;11,66;2,39;675;28,69;393,05;622,1;59,7;253,45;5,2;10,05;177,35;107,04;87,56;125,2;151,68;138,94;37,34;91,27;199,7
26/08/2021;305,05;136,84;115;198,88;51,67;688,3;24,04;5,61;3,16;65,97;47,34;77,94;53,67;45,66;62,14;148,15;59,05;18,44;7,68;10,31;161,08;1238;10,48;28,96;35,44;11,66;2,36;672,4;28,7;394,1;621,6;59,35;251,55;5,17;10,03;176,9;107,02;87,97;125,4;151,94;139,06;37,31;90,96;200
27/08/2021;304,25;137,02;115,02;199;51,72;703,5;24,07;5,58;3,17;66,5;47,31;78,28;53,46;45,24;62,16;148,8;59,14;18,47;7,68;10,43;162,04;1241;10,45;28,91;36,09;11,66;2,38;668,6;28,72;393,6;623,1;59,78;251,95;5,16;10,1;177,7;107,12;87,7;125,76;152,2;140,68;37,75;90,89;200,75
30/08/2021;302,05;138,31;114,86;198,32;51,86;709,6;23,96;5,54;3,12;66,76;47,14;79,05;53;45,19;61,97;149,2;59,63;18,4;7,75;10,43;162,46;1246,5;10,45;28,91;36,42;11,63;2,37;671,6;28,8;397,2;625;60,11;248,65;5,17;10,1;177,65;106,32;87,58;126,92;152,74;141,42;37,71;90,46;201
31/08/2021;300,45;138,02;115,7;198,98;51,99;704,5;23,78;5,55;3,13;65,52;47,15;80,37;53,73;45,04;61,87;146,1;59,55;18,01;7,72;10,45;166,26;1244,5;10,5;29,8;36,07;11,7;2,4;674;28,57;396,3;626,8;59,95;247,45;5,08;9,94;177,95;106,26;87,15;127,46;151,3;140,84;37,35;90,89;201,3
01/09/2021;301,2;138,87;118;199,3;52,44;714,2;23,86;5,64;3,18;64,6;47,27;79,47;54,8;44,69;61,81;146,85;59,02;18,06;7,8;10,5;167,5;1270;10,59;29,8;36,52;11,85;2,42;688,2;28,43;399,5;646,8;59,66;247,4;5,09;10,06;184,55;108,24;87,65;127,62;153,06;139,24;37,1;93,75;201,05
02/09/2021;301,45;137,96;116,78;197,72;51,14;722,2;23,77;5,61;3,14;64,93;47,69;79,42;54,8;44,66;61,11;145,8;59,33;17,95;7,79;10,63;168,9;1271,5;10,63;29,57;37,1;11,85;2,41;695,6;28,42;400,15;647;59,28;244,35;5,15;10,47;186,05;107;87,72;125,82;154,4;141,72;37,58;92,98;202,7
03/09/2021;299,05;137,4;114,48;196,68;50,29;721,8;23,59;5,57;3,08;64,81;47,48;79,4;53,87;44,68;61,51;145,5;59,12;17,8;7,72;10,53;166,46;1255;10,56;29,75;36,95;11,79;2,39;683,3;28,3;394,85;634,9;58,9;241,65;5,12;10,42;183,7;104,44;87,37;125,6;153,88;142,58;37,27;91,14;201,9
06/09/2021;300;138,02;115,88;198,44;50,25;740,9;23,77;5,56;3,11;65,3;47,75;79,85;54,12;44,45;61,76;145,7;59,59;17,9;7,72;10,59;169,1;1277,5;10,42;29,75;37,25;11,79;2,4;694,3;28,36;396,35;648,7;58,84;241,9;5,11;10,55;185,85;104,22;87,32;127,66;154,62;146,8;37,67;90,98;202,15
07/09/2021;300,9;136,82;114,1;197,7;50,21;730,2;23,65;5,59;3,14;65,25;47,39;80,47;54,33;44,11;60,22;146;59,5;17,91;7,59;10,58;169,14;1294,5;10,38;29,74;36,93;11,81;2,38;700,6;28,24;393,05;653;59,08;241,2;5,13;10,41;185,5;102,86;86,48;126,68;154,4;146,08;37,62;90,8;200,4
08/09/2021;296,9;136,53;113,72;196,58;49,7;722,4;23,37;5,52;3,06;64,91;46,5;78,61;53,5;43,68;59,6;144,85;58,32;17,98;7,52;10,59;169,7;1285;10,35;29,46;36,23;11,67;2,36;699,6;28,49;394,05;648,7;57,68;242,35;5,05;10,25;186;101,64;84,33;124,2;150,68;140,96;37,26;91,86;194,02
09/09/2021;297,75;136,56;115,2;194,18;48,93;721,4;23,35;5,51;3,06;64,63;45,54;78,64;53,74;43,63;60,11;144,45;57,84;17,73;7,53;10,59;170,38;1289,5;10,28;29,42;36,72;11,7;2,37;696;28,27;397,7;658,4;57,5;244,9;5,07;10,35;187,65;104,82;82,86;123,28;151,7;143,34;36,95;90;196,48
10/09/2021;299,05;135,96;114,36;193,26;48,75;732,1;23,23;5,5;3,04;64,56;45,78;79,15;52,82;42,99;59,52;143;58,02;17,34;7,38;10,54;170,36;1302;10,07;29,5;37,43;11,64;2,35;696,4;27,89;398,35;663,5;58,04;241,55;5,02;10,31;188,8;104,7;81,43;123,2;153;146,08;36,63;87,93;195,44
13/09/2021;297,45;136,04;115,08;194,74;49,47;735;23,48;5,6;3,11;65,61;45,93;81,63;54,02;43,86;59,83;142,2;58,14;17,52;7,5;10,81;169,44;1279;10,26;30,18;37,09;11,8;2,39;677;27,98;397,5;657;60,19;245,05;4,95;10,48;189,65;107,3;81,04;122,7;153,46;146,54;37,75;88,97;196,62
14/09/2021;293,55;135,51;112,76;192,84;48,64;753,4;23,26;5,58;3,09;65,57;45,9;82,15;53,39;43,75;60,1;142,1;59,25;17,42;7,44;10,9;170,18;1269,5;10,08;29,68;37,92;11,74;2,39;658,3;28,15;398,6;646,8;60,88;244,2;4,92;10,41;189,6;103,66;81,38;122,9;154,66;147,84;37,85;88,82;197,08
15/09/2021;284,9;134,16;112,36;192,26;48,18;745,1;23,26;5,6;3,09;64,81;45,41;83,09;53,63;43,7;59,42;142,4;60,12;17,4;7,03;10,99;169,1;1247,5;9,5;31,25;37,75;11,65;2,38;631,4;28,32;393;621,2;60,87;243,4;4,79;10,45;182,4;102,36;80,91;121,72;153,4;146,72;38,69;87,12;196,52
16/09/2021;285,4;134,36;114,88;192,4;48,41;748,1;23,33;5,72;3,1;65,09;45,64;82,07;54,16;43,86;59,56;142,75;60,98;17,42;7;11,02;171,18;1260;9,37;31,71;37,34;11,78;2,41;622,5;28,3;383,3;628;60,55;243,6;4,81;10,76;183,1;104,62;81,23;122,5;157,24;149,78;38,72;88,13;193,48
17/09/2021;282,35;130,73;113,04;190,78;49;730,9;23,1;5,67;3,04;63,09;45,21;80,36;53,54;42,59;59,32;140;59,05;17,35;6,96;10,94;170,3;1277,5;9,35;31,77;36,8;11,7;2,37;637,2;28,31;382,6;631;59,9;239,85;4,7;11,06;185,05;105,28;81,11;122,08;152,98;149,52;38,39;86,16;189,7
20/09/2021;280,3;128,67;111,94;183,92;48,85;717,5;22,37;5,25;2,89;61,77;45,27;77,89;51,15;41,73;58,91;139,4;57,52;16,96;6,84;10,41;168,8;1258;9,26;32,41;35,67;11,24;2,3;628,7;28,18;372,25;618,7;58,05;229,1;4,65;10,73;186;107,66;81,57;118,96;147,18;141,98;37,85;86,8;181
21/09/2021;282,6;131,4;113,28;187,62;49,33;731,7;22,63;5,28;2,9;62,39;45,82;78,92;51,36;41,76;59,53;144,65;58,32;17,22;6,9;10,61;171,88;1282;9,33;32,19;36,38;11,28;2,32;626,9;28,52;383,45;636;58,17;232,8;4,63;10,46;190,85;109,1;81,78;121,28;148,3;146,02;38,1;88,16;183,2
22/09/2021;284,35;131,49;115,84;191,02;49,99;738,7;23,05;5,42;2,99;63,51;46,56;81,46;53,16;42,67;59,87;143,75;57,5;17,41;6,94;10,89;172;1285;9,25;32,04;36,69;11,59;2,37;642,8;28,7;384,45;643,3;60,38;238,5;4,77;10,73;191,9;110,36;82,28;121,16;152;149,6;39,07;89,15;187,12
23/09/2021;289,1;131,95;116,68;191,48;50;753,8;23,38;5,57;3,08;63,94;46,51;81,35;54,36;42,99;59,7;145,05;57,84;17,67;7,08;10,9;173,72;1317,5;9,3;31,66;37,74;11,87;2,43;653,3;28,79;387,25;654,1;61,3;238;4,8;10,96;191,5;111,7;82,41;122,84;152;150,26;39,63;89,35;189,3
24/09/2021;282;131,09;115,4;192,34;49,56;739,4;23,51;5,66;3,1;63,79;46,5;81,59;54,8;42,63;59,41;143,85;57,32;17,45;7,02;10,93;169,46;1288;9,22;32,26;37,58;11,92;2,42;633,8;28,85;378,35;642,9;62,35;237,55;4,81;10,87;191,4;111,38;81,58;121,24;149,86;147,96;39,7;89,26;189,38
27/09/2021;278,6;129,82;117,24;195,66;50,65;716,9;23,88;5,78;3,2;64,72;47,3;82,69;56,5;42,22;59,28;142,1;56,17;17,57;6,95;11,19;168,24;1242,5;9,2;31,24;37,62;12,45;2,47;622,3;28,64;372;637,5;63,63;241,25;4,85;11,08;192,25;115,02;81,67;121,42;147,88;147,28;41,06;92,59;191,34
28/09/2021;266,75;127,45;113,36;193,64;50,34;665,2;23,6;5,69;3,08;64,81;46,92;82,69;54,84;41,12;58,66;139,7;54,6;17,31;6,84;11,26;164,02;1195;8,98;32,19;35,41;12,32;2,43;612,7;28,57;362,7;617,9;63,99;236,65;4,71;10,88;189,35;109,64;81,27;117,76;144;143,14;41,6;89,9;190
29/09/2021;271;126,98;117,3;195,88;49,72;647,7;23,94;5,74;3,16;65,83;47,42;84,47;55,26;40,83;59,36;140,15;55,63;17,54;6,79;11,39;167,42;1209;8,93;31,82;35,24;12,66;2,46;616,6;29,07;363,3;625,5;64,97;239,6;4,73;11,15;190,95;112,52;83,26;117,78;144,86;143,42;41,04;90,62;196,04
30/09/2021;271,8;125,98;115,1;194,84;49,15;645,9;24,09;5,72;3,14;65,85;47,01;82,76;55,44;40,56;59,05;140,5;54,28;17,4;6,65;11,55;165,5;1196,5;8,68;32,02;35,53;12,57;2,45;616;28,74;356,85;620,1;64,4;236,9;4,76;11,24;190,7;109,66;82,63;116,88;143,9;141,92;41,34;90,15;193,64
01/10/2021;270,25;127,29;116,58;195,3;48,7;632,5;23,88;5,63;3,12;64,6;46,54;83,83;54,89;40,19;58,11;142,75;54,55;17,36;6,73;11,48;167,06;1195,5;8,73;31,65;34,9;12,5;2,45;627,3;28,63;361,55;630;64,95;237,25;4,75;11,12;190,05;111,16;82,16;116,26;142,52;137,7;41,28;90,85;193,68
04/10/2021;264,05;126,53;113,66;194,84;48,59;611,6;23,82;5,63;3,13;64,53;46,61;83,42;54,37;39,99;58,09;142,75;53,57;17,38;6,74;11,64;166,12;1190;8,64;32,19;33,96;12,1;2,42;619,4;28,82;361,5;621,1;64,65;240;4,77;10,4;189,95;109,2;82,6;114,78;140,64;135,86;42,09;91,05;190,84
05/10/2021;263,7;126,89;115,08;197,4;48,36;636,9;24,28;6;3,26;64,61;46,17;83,71;56,88;39,68;57,76;143,25;54,12;17,61;6,79;11,85;167,98;1198,5;8,79;30,72;35,61;12,46;2,5;620,8;29,44;363,8;632,5;64,8;242,95;4,92;10,62;192,35;111;83,01;114,94;143,14;137,86;43,35;91,2;191,88
06/10/2021;261,85;125,49;113,42;195,78;47,52;629,3;23,75;5,95;3,24;61,91;46,34;81,61;56,2;39,6;57,54;142,35;53,33;16,66;6,73;11,67;165,08;1188,5;8,8;31,5;35,44;12,35;2,48;616,6;28,95;358,15;624,8;63,44;240,3;4,9;10,39;195,2;110,2;82,5;116,3;140,52;135,18;42,76;89,3;186,6
07/10/2021;267;127,51;114,2;198,7;47,9;651,5;24,21;6,04;3,33;63,34;47,36;83,45;57,09;40,79;57,92;145,25;54,1;16,86;6,9;11,59;167,04;1232;9,41;31,32;35,96;12,6;2,51;636,6;29,23;361,9;637,9;66,01;242,2;5,03;10,48;197,5;113,5;83,52;118,26;143,22;137,76;42,7;91,03;190,52
08/10/2021;262,3;126,64;113,22;198,58;47,52;634,6;24,19;5,93;3,35;63,68;47,75;84,68;57;40,68;56,89;146,7;53,03;16,77;6,92;11,86;163,66;1212,5;9,44;30,81;35,7;12,64;2,52;627;29,11;357,6;627,7;67,73;243,5;5,08;10,45;197,45;115,12;83,84;117,44;140,76;137,66;43,35;90,37;190
11/10/2021;261,25;125,78;113,82;198,94;47,35;630,3;24,23;5,91;3,35;64,19;48,62;86,57;57,33;40,1;56,63;146,25;51,94;16,72;6,75;12,01;159,96;1226;9,28;30,35;35,79;12,77;2,5;634,4;28,88;355,75;631,7;69,67;242;5,09;10,42;197,8;115,74;84,24;117,14;138,72;136,38;44,22;90,73;190,82
12/10/2021;260,1;125,76;113,24;197,8;47;626,4;24,04;5,9;3,38;64,55;47,72;86,5;57,19;39,76;56,51;147,5;52,54;16,38;6,77;11,97;159,4;1234,5;9,36;30,4;35,35;12,73;2,51;634,8;28,29;355,4;633,9;69,1;241,5;5,06;10,47;197,75;112,7;83,06;116,94;139,22;136,14;43,7;89,55;188,28
13/10/2021;262,85;127,69;112,34;195,08;48,04;641,5;23,51;5,69;3,28;64,9;47,09;85,82;56,36;39,64;57,23;147,2;53,04;16,38;6,83;11,82;160,92;1268;9,48;30,38;35,98;12,58;2,5;644,3;27,66;362,4;653,9;68,47;239,15;5,09;10,42;198,8;112,74;83,08;121,5;140,58;136,88;43,28;89,16;193,44
14/10/2021;267;129,51;113,36;196,4;48,7;666,2;23,7;5,64;3,28;65,09;47,78;86,36;56,63;40,1;58,12;145,7;52,92;16,53;6,94;11,98;160,84;1285,5;9,59;31,15;36,95;12,74;2,52;662,1;27,89;369,95;667,2;69,86;241,8;5,16;10,67;198,55;113,92;83,67;124,96;144,16;141,06;43,8;89,46;196,06
15/10/2021;274,4;130,27;114,9;198,6;47,91;676,3;23,93;5,77;3,35;65;47,89;87,56;57,75;40,67;57,54;147,35;52,89;16,53;6,92;12,21;164,84;1289,5;9,45;31,21;37,07;12,96;2,58;668,8;27,95;369,55;664,8;70,22;244,35;5,17;10,78;197,6;115,98;83,39;126,28;144,28;141,26;44,46;90,59;198,66
18/10/2021;270,65;129,96;113,3;198,54;47,68;674,9;23,91;5,82;3,33;64,06;46,62;86,37;58,01;40,52;57,33;147,35;53,08;16,49;6,91;12,24;167;1271,5;9,39;31,74;37,54;12,97;2,49;652,8;27,81;365,9;650;68,79;243,15;5,17;10,9;197;113,46;82,21;124,98;142,54;139,86;44,65;89,92;192,34
19/10/2021;268,35;130,05;112,32;199,08;47,72;683;23,94;5,78;3,36;63,74;47,28;85,46;58,1;41,08;55,61;149,75;53,86;16,39;7,08;12,17;167,96;1281,5;9,65;31,48;37,86;12,99;2,45;650,4;27,61;362,55;646;69,15;249,4;5,1;10,91;195,5;111;82,18;124,74;142,9;140,64;44,83;90,69;190
20/10/2021;269,05;130,76;112,16;199,12;48,72;657,1;24;5,83;3,36;63,48;48,18;84,67;58,18;41,35;56,59;146;52,94;16,53;7,21;12,32;168,76;1309,5;9,83;31,3;37,62;13,08;2,47;646,6;27,77;364,3;656,1;68,79;250,9;5,09;10,96;198,8;109,02;83,97;123,84;142,78;142,1;44,87;91,47;186,82
21/10/2021;275,55;130,51;111,38;198,58;48,2;666,3;23,74;5,66;3,31;62,8;48,19;84,24;57,59;40,65;56,22;146,45;53,12;16,51;7,17;12,13;169,7;1328;9,75;30,76;37,93;13,07;2,45;643,6;27,99;369,3;659,7;68,61;249,95;5,14;10,88;197,8;110,6;83,5;119,86;140,52;138,58;44,22;91,26;191,8
22/10/2021;277,25;130,07;109,78;198,76;48,23;690,5;23,95;5,69;3,28;62,8;48,32;85,69;57,71;40,79;56,13;145,8;53,73;16,39;7,13;12,08;171,44;1358;9,72;30,71;38,61;13,06;2,45;646,1;28,06;388,05;667,3;68,93;247,75;5,11;11,07;199,45;110,52;84,65;121,28;141,8;139,56;43,81;90,77;196,1
25/10/2021;277,35;129,93;108,08;198,46;48,54;685,6;23,93;5,7;3,32;63,2;48,46;87,54;58,21;41,39;56,2;144,25;53,28;16,28;7,06;12,28;170,94;1344;9,65;30,89;39,03;13,15;2,46;640;28,36;383,85;659,8;69,58;246,9;4,98;11,15;199,7;107,76;85,07;123,74;140,6;139,02;43,93;89,95;205,25
26/10/2021;279,95;130,38;109,94;201,3;49,34;679,9;24,45;5,68;3,36;63,54;48,79;88,42;58,18;41,6;56,22;145,05;54,56;16,38;7,15;12,36;172,64;1349,5;9,89;30,82;39,25;13,19;2,48;648,8;28,33;390,45;665;69,76;251,55;4,93;10,73;200,6;112,46;85,19;126,08;142,84;141,36;43,75;91,65;206,1
27/10/2021;279,15;131,38;110;201,2;49,36;694,8;24,41;5,62;3,26;63,45;48,6;88,55;57,82;41,39;55,86;144,8;53,98;16,25;7,22;12,27;169,92;1335;10,05;31,05;39,26;13,11;2,45;648;28,34;388,35;664,3;70,16;255,4;5,03;10,77;199,5;112;85,31;124,9;146,28;140,7;43,64;91,69;203,9
28/10/2021;284,05;130,55;112;200,95;54,46;698,4;24,42;5,64;3,28;62,55;48,74;87,34;57,46;41,36;56,04;144,2;54,16;16,03;7,27;12,16;172,86;1363,5;10,25;31,24;40,1;13,08;2,44;650,9;28,09;393,45;671,7;70,39;254,4;5,02;10,5;201,1;114,08;85,52;126,3;148,9;139,84;43,3;91,67;194,78
29/10/2021;283,3;131,13;110,6;201,15;52,77;700,5;25,16;6,06;3,28;62,28;48,67;87,24;57,9;41,48;56,35;143,6;53,65;16,08;7,24;12,4;178,9;1370,5;10,22;32,04;40,4;13,12;2,46;648,2;28,13;394,95;677,2;71,97;256,2;4,97;10,57;198,7;116,04;85,96;125,32;148,9;140,28;43,37;92,37;193,82
01/11/2021;284;131,89;109,66;202,2;52,2;696,6;25,31;6,28;3,34;62,79;49,48;88,28;59,67;41,89;56,95;145,05;54,53;16,25;7,29;12,75;183,78;1385;10,3;31,73;40,71;13,39;2,5;651,8;28,5;398,2;683,4;73,02;256,25;4,92;10,64;199,65;115,02;87,82;126,32;149,04;140,74;43,53;93,91;194,66
02/11/2021;285,65;132,47;110,3;202,85;51,94;704,8;25,59;6,16;3,29;62,21;49,99;88,64;59,43;42,5;57,23;147;55,4;16,38;7,23;12,54;184,74;1398,5;10,3;31,49;41,38;13,34;2,51;642,6;28,49;400;684,8;73,11;259,3;4,84;10,67;202;115,18;89,12;126,94;150,2;145;43,68;93,9;193,44
03/11/2021;291,6;134,31;108;203,1;52,15;707,4;25,65;6,18;3,31;62,57;50,25;89,96;59,88;43,11;57,29;147,05;56,28;16,64;7,26;12,38;188,5;1419;10,14;32,19;42;13,38;2,5;647;29,04;405,55;682,5;73,06;260,7;4,98;10,87;203,6;113,98;89,75;128,44;152,52;144,18;42,91;93;185,62
04/11/2021;294,1;135,85;109;201,55;51,5;725;25,55;6,04;3,24;61,51;49,95;89,99;59,08;42,83;57,26;149,5;57,53;16,61;7,25;12,56;189,18;1441;10,21;32,27;42,02;13,32;2,46;649;28,94;408,8;692,5;73,03;261,05;4,98;10,82;203,7;114,6;89,2;128,8;153,88;145,94;43,25;93,27;187,8
05/11/2021;298,4;136,31;113,9;203,5;52,45;737,1;25,5;6,03;3,28;62,08;49,73;91,85;59,51;42,93;57,35;148,45;56,15;16,83;7,29;12,67;187,86;1459;10,28;31,47;42,87;13,31;2,48;659,9;28,6;412,8;708,9;73,53;259,4;5,02;10,83;204,8;120,36;87,98;128,98;153,2;145,58;43,41;95,56;192,88
08/11/2021;294;136,78;115,64;203,15;51,89;734,8;25,59;6,02;3,24;62,04;50,01;91,09;59,39;43,83;56,65;148,35;55,53;16,6;7,2;12,68;187,82;1466,5;10,14;31,89;42,79;13,19;2,49;664,2;28,17;412,25;707,4;73,23;260,5;5,12;10,95;204,4;120,12;87,73;128,98;154,56;146,16;43,5;94,85;187,52
09/11/2021;295,5;137,18;116,32;203,3;51,81;731,7;25,36;5,97;3,19;61,71;50,75;90,66;58,87;43,78;57,26;149,45;56,22;16,54;7,09;12,62;184,64;1440,5;10,1;32,28;41,74;13,16;2,47;681,9;28,53;414,55;707,3;73,39;253,95;5,05;10,87;205,3;120,62;88,13;128,32;154,28;145,7;43,54;94,44;185,72
10/11/2021;284,5;138,24;116,2;205,25;52,47;719,7;25,67;6,03;3,21;61,95;51,25;91,76;59,2;44,06;57,94;149,45;55,46;16,72;7,16;12,66;182,38;1430;10,16;31,77;41,23;13,26;2,48;664,8;29,66;414,35;698,6;73,95;256,35;5,03;10,96;205;123;89,33;127,68;153,98;146,96;43,92;95,2;185,6
11/11/2021;280,7;138,49;114,7;205,15;52,43;730,2;25,76;6,08;3,22;62,29;50,86;92,33;59,48;44,03;57,82;148;56,52;16,7;7,1;12,65;181,52;1441;10,13;31,8;42,09;13,29;2,47;658,6;29,17;414,45;705,4;73,33;255;5,01;11,08;207,1;121,58;89,4;127,14;154,82;151,16;43,87;93,9;185,72
12/11/2021;280,6;138,89;112,14;205,3;52,25;738,9;25,78;6,13;3,19;62,65;50,79;93,02;59,27;44,49;57,61;147,45;56,11;17,04;7,1;12,51;183,1;1478,5;10,07;31,83;42,75;13,28;2,47;677,8;29,79;420,95;722,9;73,78;254,75;5;11;209,5;121,12;88,74;125,1;156,02;148,4;43,18;93,75;188
15/11/2021;281,9;138,16;114,04;205,75;52,64;752,6;25,86;5,87;3,21;62,37;50,37;93,48;61,22;44,24;57,64;149,35;56,36;16,74;7,15;12,55;184,48;1500;10,2;31,73;42,65;13,33;2,49;681,5;30,84;424,05;720,8;74,57;254,9;4,94;11,17;211,3;120,66;89,58;124,72;156,24;150,06;43,64;94,63;188,38
16/11/2021;286,5;137,33;115;205,8;53,02;754,5;25,56;5,8;3,21;62,84;50,12;93,21;60,23;44,42;56,6;149,1;56,27;16,72;7,09;12,6;188,04;1536;10,19;31,55;42,93;13,2;2,48;711,2;29,84;427,2;729,7;74,89;252,95;4,96;11,08;211,1;119,48;89,68;125,86;155,88;153,6;43,86;93,77;188,52
17/11/2021;284,55;137,89;114,44;205,25;52,51;765,5;25,57;5,75;3,2;62,68;49,9;93,62;60,18;44,38;56,75;146,55;56,14;16,81;7,07;12,59;188,16;1540;10,2;31,81;43;13,16;2,48;721,1;29,71;429,8;726,1;75,06;252,75;5,08;11,04;211;116,2;90,11;125,46;158,62;154,74;43,54;92,88;187
18/11/2021;282,5;138,18;113,26;204,75;52,04;770,5;25,43;5,44;3,14;62,63;49,3;94,2;59,52;43,81;56,63;146,7;55,78;16,71;7,04;12,43;193,16;1592,5;10,16;30,47;43,46;13,26;2,47;718,7;30,08;422,9;728,5;76,31;249,8;5,07;10,86;212,2;115,82;87,79;124,76;159,66;154,84;43,07;91,3;185,32
19/11/2021;282,35;139,55;109,4;202,75;51,86;759,9;25,17;5,4;3,06;61,61;48,14;93,2;57,72;43,62;56,19;147,65;56,87;16,48;6,95;12,17;193,36;1675,5;10,09;31,04;43,17;12,83;2,38;716,9;30,07;425,5;733,5;75,37;247,2;5,22;10,79;212,2;112,96;88,42;125,88;161,42;155,2;41,9;88,65;180,64
22/11/2021;278,95;139,47;108,78;203,05;52,44;747,3;25,4;5,42;3,1;61,93;48,2;94,78;58,64;43,52;56,33;145,6;57,59;16,91;6,95;12,33;192,86;1643,5;10,03;31,88;42,87;13,11;2,33;707,7;30,77;417,85;728,3;76,37;247,25;5,17;10,88;211;111,6;88,88;121,66;162,1;155,92;42,4;89,53;179,26
23/11/2021;271,85;137,67;110,26;203,25;52,04;706,1;25,5;5,29;3,06;62,95;48,69;94,44;58,89;45;56,78;144,7;56,09;16,93;6,91;12,38;187,14;1618;10,04;31,11;41,28;13,04;2,3;704,3;30,86;411,7;718,1;75,58;249,45;5,09;10,76;208,3;112,22;87,9;119,54;159,9;153,34;42,89;90,58;177,3
24/11/2021;268,4;137,89;111,46;203,1;52,38;709;25,54;5,19;3,03;61,89;47,47;92,49;58,54;45,65;56,17;144,65;56,16;16,87;7,05;12,37;188,14;1629;10,09;30,76;41,23;13,01;2,3;710,4;30,53;412,55;726,1;74,18;253,55;5,17;10,81;207,9;112,48;86,84;118,94;156,16;151,94;43,12;91,6;172,38
25/11/2021;267,95;137,6;112,26;202,65;54,35;711;25,47;5,23;3,06;61,61;47,43;91,13;58,73;45,53;56,09;144,95;55,77;16,85;7,15;12,3;188,44;1656,5;10,27;29,24;41,31;13,05;2,29;718,6;30,59;415,5;734,7;74,19;253,15;5,22;10,89;213;112,66;86,18;119,82;156,72;153,58;43,09;91,77;172,36
