Date;SX5E Index
06/07/2023;4223,09
07/07/2023;4236,6
10/07/2023;4256,51
11/07/2023;4286,56
12/07/2023;4360,46
13/07/2023;4391,76
14/07/2023;4400,11
17/07/2023;4356,79
18/07/2023;4369,73
19/07/2023;4362,28
20/07/2023;4373,73
21/07/2023;4391,41
24/07/2023;4383,03
25/07/2023;4391,3
26/07/2023;4346,15
27/07/2023;4447,44
28/07/2023;4466,5
31/07/2023;4471,31
01/08/2023;4407,54
02/08/2023;4336,5
03/08/2023;4304,63
04/08/2023;4332,91
07/08/2023;4337,5
08/08/2023;4288,85
09/08/2023;4317,33
10/08/2023;4384,04
11/08/2023;4321,33
14/08/2023;4330,23
15/08/2023;4288,57
16/08/2023;4284,27
17/08/2023;4227,83
18/08/2023;4212,95
21/08/2023;4224,87
22/08/2023;4260,37
23/08/2023;4266,67
24/08/2023;4232,22
25/08/2023;4236,25
28/08/2023;4293,69
29/08/2023;4326,47
30/08/2023;4315,31
31/08/2023;4297,11
01/09/2023;4282,64
04/09/2023;4279,87
05/09/2023;4269,16
06/09/2023;4238,26
07/09/2023;4221,02
08/09/2023;4237,19
11/09/2023;4254,33
12/09/2023;4242,27
13/09/2023;4223,48
14/09/2023;4279,75
15/09/2023;4295,05
18/09/2023;4245,88
19/09/2023;4242,7
20/09/2023;4275,98
21/09/2023;4212,59
22/09/2023;4207,16
25/09/2023;4167,37
26/09/2023;4129,18
27/09/2023;4131,68
28/09/2023;4161,56
29/09/2023;4174,66
02/10/2023;4137,63
03/10/2023;4095,59
04/10/2023;4099,85
05/10/2023;4099,81
06/10/2023;4144,43
09/10/2023;4112,57
10/10/2023;4205,23
11/10/2023;4200,8
12/10/2023;4198,23
13/10/2023;4136,12
16/10/2023;4149,86
17/10/2023;4152,32
18/10/2023;4105,86
19/10/2023;4090,33
20/10/2023;4024,68
23/10/2023;4041,75
24/10/2023;4065,37
25/10/2023;4073,35
26/10/2023;4049,4
27/10/2023;4014,36
30/10/2023;4028,32
31/10/2023;4061,12
01/11/2023;4091,71
02/11/2023;4169,62
03/11/2023;4174,67
06/11/2023;4158,64
07/11/2023;4153,37
08/11/2023;4178,49
09/11/2023;4229,2
10/11/2023;4197,36
13/11/2023;4232,19
14/11/2023;4291,72
15/11/2023;4315,53
16/11/2023;4302,45
17/11/2023;4340,77
20/11/2023;4342,41
21/11/2023;4331,9
22/11/2023;4352,02
23/11/2023;4361,32
24/11/2023;4372,1
27/11/2023;4354,41
28/11/2023;4348,02
29/11/2023;4370,53
30/11/2023;4382,47
01/12/2023;4418,51
04/12/2023;4414,95
05/12/2023;4452,77
06/12/2023;4483,26
07/12/2023;4473,77
08/12/2023;4523,31
11/12/2023;4540,19
12/12/2023;4536,61
13/12/2023;4543,66
